video,frame,timestamp,x_cm,y_cm,robot_yaw,interpolated
Camo 录像 2026-01-27 01-08-33,55,1.8333333333333333,65.87569,78.973976,59.579999999999984,0.0
Camo 录像 2026-01-27 01-08-33,56,1.8666666666666667,65.34187,79.57276,56.120000000000005,0.0
Camo 录像 2026-01-27 01-08-33,57,1.9,64.74768,79.981575,54.24000000000001,0.0
Camo 录像 2026-01-27 01-08-33,58,1.9333333333333333,64.15518,80.30819,50.93000000000001,0.0
Camo 录像 2026-01-27 01-08-33,59,1.9666666666666666,63.577145,80.76562,49.81999999999999,0.0
Camo 录像 2026-01-27 01-08-33,60,2.0,63.039417,81.25356,49.379999999999995,0.0
Camo 录像 2026-01-27 01-08-33,61,2.033333333333333,62.478462,81.64065,48.76999999999998,0.0
Camo 录像 2026-01-27 01-08-33,62,2.066666666666667,61.926617,82.03714,49.22999999999999,0.0
Camo 录像 2026-01-27 01-08-33,63,2.1,61.416965,82.47418,48.74000000000001,0.0
Camo 录像 2026-01-27 01-08-33,64,2.1333333333333333,60.92761,82.94286,49.78999999999999,0.0
Camo 录像 2026-01-27 01-08-33,65,2.1666666666666665,60.472782,83.251114,51.53999999999999,0.0
Camo 录像 2026-01-27 01-08-33,66,2.2,60.085144,83.63728,51.75999999999999,0.0
Camo 录像 2026-01-27 01-08-33,67,2.2333333333333334,59.792034,84.28788,54.920000000000016,0.0
Camo 录像 2026-01-27 01-08-33,68,2.2666666666666666,59.576588,84.860565,57.879999999999995,0.0
Camo 录像 2026-01-27 01-08-33,69,2.3,59.381687,85.41439,61.72999999999999,0.0
Camo 录像 2026-01-27 01-08-33,70,2.3333333333333335,59.29627,85.88374,64.22999999999999,0.0
Camo 录像 2026-01-27 01-08-33,71,2.3666666666666667,59.24539,86.5985,69.17000000000002,0.0
Camo 录像 2026-01-27 01-08-33,72,2.4,59.224026,87.00695,71.61000000000001,0.0
Camo 录像 2026-01-27 01-08-33,73,2.433333333333333,59.234684,87.79847,77.65999999999997,0.0
Camo 录像 2026-01-27 01-08-33,74,2.466666666666667,59.28696,88.567375,80.75,0.0
Camo 录像 2026-01-27 01-08-33,75,2.5,59.384506,89.2363,85.26999999999998,0.0
