video,frame,timestamp,x_cm,y_cm,robot_yaw,interpolated
Simulation_cstart_initial,0,0.0,50.0,61.0,-90.0,0
Simulation_cstart_initial,1,0.01,50.00020781084556,61.000000007599645,-90.00383389239634,0
Simulation_cstart_initial,2,0.02,50.00108569912607,60.999999805235355,-90.0170055368559,0
Simulation_cstart_initial,3,0.03,50.00330533899288,60.99999824379512,-90.04451982855363,0
Simulation_cstart_initial,4,0.04,50.00775799760757,60.99999183071211,-90.09212254312945,0
Simulation_cstart_initial,5,0.05,50.015546478036576,60.9999716010876,-90.16734383134924,0
Simulation_cstart_initial,6,0.06,50.02792815965415,60.99991755183161,-90.27920661038071,0
Simulation_cstart_initial,7,0.07,50.04622944548679,60.99979057506965,-90.4372821011752,0
Simulation_cstart_initial,8,0.08,50.07175787218534,60.99952215785765,-90.6509572681572,0
Simulation_cstart_initial,9,0.09,50.10573157703676,60.99900207417144,-90.92909477655532,0
Simulation_cstart_initial,10,0.1,50.149248585722646,60.99806396031158,-91.27998321328413,0
Simulation_cstart_initial,11,0.11,50.20331094249703,60.99646887423041,-91.71149092672752,0
Simulation_cstart_initial,12,0.12,50.26888480572404,60.99388834073365,-92.2312384594958,0
Simulation_cstart_initial,13,0.13,50.3469573168681,60.98989724956728,-92.84662103203098,0
Simulation_cstart_initial,14,0.14,50.43857024264279,60.98397262917449,-93.56475296479302,0
Simulation_cstart_initial,15,0.15000000000000002,50.54483459275056,60.97551433849406,-94.39248657430849,0
Simulation_cstart_initial,16,0.16,50.66558685554761,60.963829478073336,-95.3248582091493,0
Simulation_cstart_initial,17,0.16999999999999998,50.79801736783447,60.9482484712136,-96.34136056244752,0
Simulation_cstart_initial,18,0.18,50.942379332384185,60.9278746187573,-97.46279973242784,0
Simulation_cstart_initial,19,0.19,51.098976219122996,60.9023291526737,-98.69124065304425,0
Simulation_cstart_initial,20,0.2,51.266524403345954,60.87055968275505,-100.01017901325284,0
Simulation_cstart_initial,21,0.21000000000000002,51.441318170008884,60.83154391756102,-101.39204937558347,0
Simulation_cstart_initial,22,0.22,51.623789982173896,60.78507174851718,-102.85964180393509,0
Simulation_cstart_initial,23,0.22999999999999998,51.81253453718444,60.7313447276543,-104.39991047576657,0
Simulation_cstart_initial,24,0.24,52.004668132215805,60.66829496045675,-105.99369895740604,0
Simulation_cstart_initial,25,0.25,52.20074389291197,60.595977762071406,-107.65071837127857,0
Simulation_cstart_initial,26,0.26,52.399513421914136,60.515741440646124,-109.35345214671024,0
Simulation_cstart_initial,27,0.27,52.600227655366986,60.42351014793607,-111.11790285257628,0
Simulation_cstart_initial,28,0.28,52.80354881390694,60.321200552511286,-112.93929305734153,0
Simulation_cstart_initial,29,0.29,53.007241832970955,60.20995560955261,-114.79818037441952,0
Simulation_cstart_initial,30,0.30000000000000004,53.208858398478334,60.08547090565102,-116.70047629428774,0
Simulation_cstart_initial,31,0.31,53.410602971431615,59.95074947461383,-118.64991739938057,0
Simulation_cstart_initial,32,0.32,53.61184602983723,59.805452847898394,-120.63958497905652,0
Simulation_cstart_initial,33,0.33,53.81168820850871,59.64504579934246,-122.68673130923722,0
Simulation_cstart_initial,34,0.33999999999999997,54.00835332472174,59.47352208315672,-124.7505908807156,0
Simulation_cstart_initial,35,0.35,54.202713948500566,59.28823213202455,-126.87374338731448,0
Simulation_cstart_initial,36,0.36,54.392558160982524,59.088416634560446,-129.02950225355264,0
Simulation_cstart_initial,37,0.37,54.57606203463948,58.8781593805542,-131.18634926603622,0
Simulation_cstart_initial,38,0.38,54.75568341449415,58.651631213471624,-133.4245996216227,0
Simulation_cstart_initial,39,0.39,54.92666339899376,58.41178484799285,-135.66217897731298,0
Simulation_cstart_initial,40,0.4,55.08869765549637,58.16104279358044,-137.90552025832986,0
