frame,timestamp,robot_detected,robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,robot_px,robot_py,num_anchors,anchors_detected,num_detections,anchor_11_x_median,anchor_11_y_median,anchor_12_x_median,anchor_12_y_median,anchor_13_x_median,anchor_13_y_median,anchor_14_x_median,anchor_14_y_median
12,0.4000,1,-0.086354,0.029788,1.268679,-5.93,0.93,0.84,1749.05,1121.15,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
13,0.4333,1,-0.085879,0.029615,1.268523,-1.77,-10.16,2.35,1749.87,1120.85,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
14,0.4667,1,-0.085400,0.029384,1.273078,-3.03,-3.60,3.63,1751.53,1119.99,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
15,0.5000,1,-0.083688,0.029199,1.271284,-4.61,-4.68,5.75,1754.70,1119.89,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
16,0.5333,1,-0.080889,0.029235,1.269720,-5.97,-6.39,9.12,1760.07,1120.02,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
17,0.5667,1,-0.076759,0.029670,1.262967,-6.85,-10.71,13.96,1767.51,1121.20,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
18,0.6000,1,-0.072542,0.031039,1.270439,-3.86,-2.25,18.75,1776.75,1123.37,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
19,0.6333,1,-0.066896,0.033257,1.269777,0.16,-3.76,24.82,1787.89,1128.05,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
20,0.6667,1,-0.060488,0.036419,1.263949,3.65,-7.12,31.17,1800.09,1134.70,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
21,0.7000,1,-0.060475,0.036414,1.263682,3.78,-7.19,31.16,1800.09,1134.72,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
22,0.7333,1,-0.048464,0.045972,1.261794,-1.46,-10.43,45.28,1824.10,1154.04,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
23,0.7667,1,-0.043610,0.052291,1.265579,3.19,-6.58,51.50,1833.88,1166.34,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
24,0.8000,1,-0.039435,0.058935,1.265155,1.09,-7.80,57.27,1842.21,1179.68,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
25,0.8333,1,-0.036713,0.065771,1.267211,2.37,-4.74,62.25,1847.70,1193.03,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
26,0.8667,1,-0.035050,0.073506,1.268566,-0.95,-7.84,67.58,1851.13,1208.41,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
27,0.9000,1,-0.034758,0.080932,1.270649,2.31,-3.52,71.20,1851.79,1222.82,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
28,0.9333,1,-0.035354,0.087539,1.266707,-1.13,-7.11,74.38,1850.40,1236.59,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
29,0.9667,1,-0.036844,0.093434,1.267047,0.34,-6.18,75.97,1847.44,1248.33,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
30,1.0000,1,-0.038979,0.098487,1.265308,0.30,-6.59,75.85,1843.07,1258.70,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
31,1.0333,1,-0.041790,0.102033,1.264630,2.95,-3.58,75.23,1837.38,1265.78,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
32,1.0667,1,-0.044660,0.103763,1.264797,0.75,-4.65,73.77,1831.72,1269.22,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
33,1.1000,1,-0.047184,0.103659,1.270659,-3.33,0.21,69.46,1827.20,1268.30,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
34,1.1333,1,-0.048268,0.100927,1.268402,-3.56,-1.10,64.49,1825.02,1263.27,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
35,1.1667,1,-0.047464,0.095919,1.257212,2.94,-5.53,60.03,1825.58,1254.86,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
36,1.2000,1,-0.045449,0.090395,1.265250,-1.56,-0.20,55.98,1830.23,1242.68,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
37,1.2333,1,-0.041703,0.082378,1.265631,-2.22,-0.65,51.75,1837.82,1226.75,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
38,1.2667,1,-0.036317,0.073118,1.264039,-3.39,-0.95,47.82,1848.62,1208.42,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
39,1.3000,1,-0.029809,0.062818,1.266283,-3.82,-2.12,44.79,1861.72,1187.49,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
40,1.3333,1,-0.022532,0.051063,1.257990,-7.08,-9.78,42.21,1875.89,1164.62,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
41,1.3667,1,-0.016196,0.039363,1.269597,-2.60,-2.89,37.93,1888.93,1140.42,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
42,1.4000,1,-0.009979,0.026984,1.261469,-4.75,-9.30,36.01,1901.06,1116.02,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
43,1.4333,1,-0.004090,0.015611,1.267947,-6.29,-2.85,34.91,1912.73,1092.96,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
44,1.4667,1,0.001600,0.005258,1.269806,0.38,-6.30,36.95,1924.07,1072.36,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
45,1.5000,1,0.006943,-0.003947,1.271674,2.68,-3.42,40.55,1934.66,1054.04,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
46,1.5333,1,0.012046,-0.011924,1.262541,0.42,9.44,44.90,1944.94,1038.01,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
47,1.5667,1,0.018176,-0.018995,1.271177,-0.19,-7.57,50.00,1956.86,1024.03,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
48,1.6000,1,0.025189,-0.023536,1.264044,-1.71,11.03,57.53,1971.24,1014.74,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
49,1.6333,1,0.033970,-0.024944,1.267001,1.86,10.29,67.11,1988.61,1012.08,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
50,1.6667,1,0.044386,-0.023412,1.264187,-6.48,-8.04,77.36,2009.76,1015.06,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
51,1.7000,1,0.044665,-0.023717,1.274485,5.75,3.99,77.53,2009.78,1014.97,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
52,1.7333,1,0.066031,-0.013377,1.264853,1.20,-7.66,96.12,2052.67,1035.18,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
53,1.7667,1,0.076194,-0.005321,1.261996,-1.54,-0.22,105.53,2073.31,1051.21,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
54,1.8000,1,0.085507,0.004685,1.263980,5.53,4.60,114.83,2091.68,1071.20,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
55,1.8333,1,0.093898,0.015951,1.267891,2.86,-6.08,121.86,2107.82,1093.66,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
56,1.8667,1,0.100269,0.027476,1.264386,-2.88,6.13,128.95,2121.25,1116.60,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
57,1.9000,1,0.106509,0.039194,1.273274,-1.47,4.16,133.69,2132.18,1139.54,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
58,1.9333,1,0.110685,0.049469,1.273696,-6.48,-2.83,137.06,2140.28,1160.00,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
59,1.9667,1,0.114272,0.058407,1.275651,-6.80,0.92,138.50,2147.19,1177.54,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
60,2.0000,1,0.117529,0.065948,1.273295,-7.06,1.54,138.53,2154.11,1192.69,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
61,2.0333,1,0.121966,0.072548,1.277539,-0.65,3.65,137.46,2162.01,1205.24,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
62,2.0667,1,0.127025,0.077651,1.272817,16.45,-0.34,133.45,2173.00,1216.12,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
63,2.1000,1,0.134107,0.082119,1.274489,14.56,-1.58,127.83,2186.80,1224.67,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
64,2.1333,1,0.142005,0.084476,1.262513,17.02,2.83,122.70,2204.80,1230.89,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
65,2.1667,1,0.152733,0.087127,1.261299,-0.70,-3.67,115.63,2226.39,1236.20,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
66,2.2000,1,0.165512,0.088368,1.263572,4.33,-2.23,108.67,2251.50,1238.38,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
67,2.2333,1,0.177704,0.088047,1.256995,16.98,2.54,102.32,2277.74,1238.82,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
68,2.2667,1,0.191511,0.086668,1.257194,12.93,10.42,96.99,2305.48,1235.94,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
69,2.3000,1,0.205703,0.084053,1.260899,10.43,6.54,89.26,2332.69,1229.93,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
70,2.3333,1,0.219233,0.079735,1.264688,13.02,6.48,82.42,2358.65,1221.28,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
71,2.3667,1,0.232041,0.073803,1.270915,9.23,6.63,75.54,2381.73,1208.24,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
72,2.4000,1,0.243470,0.067012,1.274102,9.15,7.15,69.91,2403.15,1194.48,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
73,2.4333,1,0.251514,0.059209,1.264270,-1.10,6.63,66.50,2422.78,1180.13,5,"[11, 12, 13, 13, 14]",6,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
74,2.4667,1,0.262381,0.053138,1.274760,10.04,7.52,66.13,2440.22,1166.86,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
75,2.5000,1,0.268748,0.046863,1.267666,4.89,14.56,67.51,2455.85,1154.89,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
76,2.5333,1,0.278113,0.042292,1.277343,8.69,7.87,67.31,2470.36,1145.16,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
77,2.5667,1,0.283694,0.038559,1.268274,21.34,3.03,67.59,2485.63,1137.96,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
78,2.6000,1,0.291245,0.036260,1.264732,4.53,12.64,73.10,2502.07,1133.89,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
79,2.6333,1,0.301910,0.036075,1.271804,13.09,5.47,76.99,2519.96,1133.15,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
80,2.6667,1,0.311411,0.037488,1.267978,13.57,4.53,82.67,2540.71,1136.04,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
81,2.7000,1,0.311313,0.037475,1.267661,13.21,4.78,82.72,2540.72,1135.97,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
82,2.7333,1,0.333189,0.046748,1.265171,15.56,1.78,95.76,2585.76,1154.80,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
83,2.7667,1,0.342209,0.053271,1.257482,7.12,-3.69,100.28,2607.73,1168.35,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
84,2.8000,1,0.353518,0.059913,1.263025,10.91,2.35,105.84,2627.64,1181.47,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
85,2.8333,1,0.357150,0.062849,1.244486,0.02,-9.79,104.69,2645.26,1188.90,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
86,2.8667,1,0.365220,0.064039,1.246878,33.78,8.56,108.82,2660.62,1191.38,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
87,2.9000,1,0.370610,0.062794,1.246388,35.23,10.32,107.09,2671.62,1189.22,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
88,2.9333,1,0.374532,0.059896,1.243570,35.58,12.69,104.39,2681.33,1183.51,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
89,2.9667,1,0.379161,0.056692,1.243344,35.48,14.55,100.96,2690.88,1176.88,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
90,3.0000,1,0.384363,0.054051,1.246069,34.11,15.76,98.02,2699.69,1171.07,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
91,3.0333,1,0.384611,0.050777,1.233557,35.43,17.16,96.69,2708.11,1165.64,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
92,3.0667,1,0.390580,0.048745,1.239808,34.80,16.69,94.33,2716.08,1161.03,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
93,3.1000,1,0.394771,0.046185,1.240712,34.11,16.74,92.01,2724.14,1155.59,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
94,3.1333,1,0.396431,0.043547,1.233903,33.85,17.57,90.53,2731.93,1150.92,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
95,3.1667,1,0.401149,0.041105,1.236698,33.69,17.02,88.67,2739.81,1145.91,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
96,3.2000,1,0.403098,0.038367,1.230975,33.44,17.39,87.00,2747.23,1140.59,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
97,3.2333,1,0.410248,0.035742,1.241356,31.29,16.43,84.35,2755.27,1134.69,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
98,3.2667,1,0.422029,0.033496,1.265205,16.63,5.70,76.97,2762.95,1128.73,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
99,3.3000,1,0.421757,0.030677,1.253414,10.67,0.90,74.58,2770.25,1123.62,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
100,3.3333,1,0.419419,0.028328,1.235205,5.27,-4.70,73.69,2777.75,1119.57,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
101,3.3667,1,0.423369,0.026618,1.236033,5.03,-3.75,74.13,2785.23,1116.01,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
102,3.4000,1,0.429475,0.024965,1.243218,6.25,-2.08,74.67,2792.67,1112.24,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
103,3.4333,1,0.431279,0.022814,1.239317,31.28,13.16,80.01,2799.39,1108.21,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
104,3.4667,1,0.440938,0.020877,1.257567,17.23,10.22,77.83,2806.06,1103.66,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
105,3.5000,1,0.443403,0.018564,1.255823,15.55,10.11,77.60,2812.22,1098.96,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
106,3.5333,1,0.445416,0.016159,1.253215,13.08,9.49,77.05,2818.09,1094.22,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
107,3.5667,1,0.445220,0.013844,1.245088,31.21,6.27,76.54,2824.00,1089.47,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
108,3.6000,1,0.449134,0.011411,1.248535,29.96,6.55,76.57,2829.34,1084.37,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
109,3.6333,1,0.451483,0.009102,1.247885,31.20,4.71,76.24,2834.53,1079.82,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
110,3.6667,1,0.452594,0.006824,1.243455,32.29,4.80,76.41,2840.02,1075.17,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
111,3.7000,1,0.452758,0.006823,1.243904,32.18,4.80,76.42,2840.02,1075.17,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
112,3.7333,1,0.457378,0.003256,1.241535,34.19,3.81,76.41,2851.14,1067.94,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
113,3.7667,1,0.460893,0.001668,1.242441,5.77,8.84,78.01,2857.27,1065.02,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
114,3.8000,1,0.463187,0.000306,1.240561,4.78,8.55,77.77,2863.34,1062.26,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
115,3.8333,1,0.467190,-0.000827,1.243392,5.18,8.81,77.76,2869.33,1059.69,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
116,3.8667,1,0.469348,-0.001526,1.241487,36.21,4.44,76.69,2875.55,1058.19,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
117,3.9000,1,0.473938,-0.002153,1.245549,34.25,3.67,76.24,2881.60,1056.74,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
118,3.9333,1,0.483046,-0.002649,1.260578,16.13,10.33,78.36,2888.06,1056.10,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
119,3.9667,1,0.478144,-0.002632,1.239459,36.99,5.03,76.40,2894.97,1055.91,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
120,4.0000,1,0.491027,-0.002874,1.264029,20.42,10.06,78.18,2901.44,1055.68,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
121,4.0333,1,0.493840,-0.002916,1.263049,22.09,9.72,77.75,2907.89,1055.74,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
122,4.0667,1,0.485929,-0.003061,1.234873,39.17,8.83,77.86,2914.68,1055.19,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
123,4.1000,1,0.490081,-0.003392,1.237987,38.22,9.01,77.47,2920.58,1054.38,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
124,4.1333,1,0.492029,-0.003885,1.235863,38.78,9.55,77.78,2926.35,1053.47,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
125,4.1667,1,0.505467,-0.004652,1.262582,19.69,9.53,76.92,2931.51,1052.16,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
126,4.2000,1,0.505976,-0.005423,1.257019,11.70,6.56,75.86,2936.94,1050.60,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
127,4.2333,1,0.499795,-0.006213,1.236169,39.55,9.35,77.72,2941.95,1048.68,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
128,4.2667,1,0.501661,-0.007163,1.235091,39.50,9.49,77.89,2946.63,1046.77,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
129,4.3000,1,0.513437,-0.008526,1.257760,11.24,6.76,76.06,2951.29,1044.40,4,"[11, 12, 13, 14]",5,1123.71,2083.41,3101.10,2083.27,3119.11,95.43,1118.62,132.48
