frame,timestamp,robot_detected,robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,robot_px,robot_py,num_anchors,anchors_detected,num_detections,anchor_11_x_median,anchor_11_y_median,anchor_12_x_median,anchor_12_y_median,anchor_13_x_median,anchor_13_y_median,anchor_14_x_median,anchor_14_y_median
15,0.5002,1,-0.076560,0.000843,1.270095,1.41,-10.41,0.53,1768.48,1063.39,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
16,0.5335,1,-0.076830,0.000819,1.272416,1.06,-8.89,0.51,1768.28,1063.38,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
17,0.5669,1,-0.076593,0.000667,1.268030,-0.40,-12.17,0.52,1768.18,1063.18,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
18,0.6002,1,-0.076806,0.000545,1.268082,-1.85,5.45,0.28,1767.99,1062.91,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
19,0.6335,1,-0.076594,0.000404,1.264014,-3.31,6.90,0.07,1767.86,1062.55,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
20,0.6669,1,-0.076919,0.000322,1.269211,-4.50,3.85,0.07,1767.89,1062.42,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
21,0.7002,1,-0.077140,0.000181,1.272173,-5.55,-5.56,0.45,1767.81,1062.16,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
22,0.7336,1,-0.077315,0.000036,1.268927,2.67,4.55,0.56,1767.10,1061.96,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
23,0.7669,1,-0.077192,-0.000070,1.265339,-3.11,5.74,0.10,1766.88,1061.66,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
24,0.8003,1,-0.077499,-0.000163,1.267001,-3.79,4.26,0.10,1766.47,1061.48,4,"[11, 12, 13, 14]",6,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
25,0.8336,1,-0.078128,-0.000292,1.275951,-0.25,-4.34,0.27,1766.31,1061.30,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
26,0.8669,1,-0.077933,-0.000322,1.270837,-5.84,-3.24,0.25,1766.08,1061.15,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
27,0.9003,1,-0.077990,-0.000349,1.271312,-5.76,-4.50,0.26,1766.01,1061.11,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
28,0.9336,1,-0.077959,-0.000413,1.271367,1.08,-7.65,0.15,1765.93,1060.88,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
29,0.9670,1,-0.077403,-0.000503,1.263386,1.84,6.51,0.45,1766.21,1060.89,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
30,1.0003,1,-0.077111,-0.000603,1.261988,-3.17,7.87,0.04,1766.53,1060.58,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
31,1.0337,1,-0.077372,-0.000719,1.268711,-3.64,4.47,0.10,1766.93,1060.38,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
32,1.0670,1,-0.076955,-0.000807,1.266483,-0.69,-12.31,0.43,1767.30,1060.29,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
33,1.1004,1,-0.076955,-0.000807,1.266488,-0.69,-12.31,0.43,1767.30,1060.29,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
34,1.1337,1,-0.077018,-0.001069,1.264769,1.78,6.62,0.53,1767.13,1059.76,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
35,1.1670,1,-0.077103,-0.001153,1.266796,-1.17,4.89,0.23,1767.24,1059.55,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
36,1.2004,1,-0.077266,-0.001312,1.268132,-4.54,2.44,0.10,1767.08,1059.19,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
37,1.2337,1,-0.076928,-0.001380,1.259874,-5.76,5.78,-0.31,1766.71,1058.95,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
38,1.2671,1,-0.077556,-0.001439,1.267299,0.29,3.37,0.08,1766.42,1059.00,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
39,1.3004,1,-0.077570,-0.001565,1.265164,-4.98,3.96,-0.21,1766.09,1058.65,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
40,1.3338,1,-0.077652,-0.001559,1.264985,-3.45,5.27,-0.20,1765.92,1058.69,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
41,1.3671,1,-0.077912,-0.001598,1.271006,1.09,-8.24,0.02,1765.89,1058.49,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
42,1.4005,1,-0.078041,-0.001691,1.272408,1.02,-7.35,0.09,1765.88,1058.33,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
43,1.4338,1,-0.077393,-0.001811,1.260544,-1.45,7.51,-0.18,1765.82,1058.18,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
44,1.4671,1,-0.077333,-0.001920,1.261017,-1.03,6.85,-0.11,1766.06,1057.99,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
45,1.5005,1,-0.077408,-0.002041,1.265643,-4.09,2.79,-0.30,1766.48,1057.72,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
46,1.5338,1,-0.077440,-0.002158,1.269870,-2.18,3.10,-0.13,1766.96,1057.57,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
47,1.5672,1,-0.077114,-0.002291,1.266533,-3.27,4.93,-0.20,1767.17,1057.23,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
48,1.6005,1,-0.076618,-0.002502,1.261652,-5.30,6.64,-0.15,1767.50,1056.71,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
49,1.6339,1,-0.076545,-0.002740,1.268468,-5.15,2.07,0.69,1768.56,1056.34,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
50,1.6672,1,-0.075778,-0.002989,1.273265,-4.65,-0.31,2.14,1770.67,1055.89,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
51,1.7006,1,-0.073867,-0.003181,1.270470,-6.12,0.57,4.44,1774.12,1055.47,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
52,1.7339,1,-0.071340,-0.003113,1.270689,-4.76,2.60,7.30,1779.18,1055.63,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
53,1.7672,1,-0.067535,-0.002680,1.266084,-5.96,4.34,10.98,1786.21,1056.39,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
54,1.8006,1,-0.063419,-0.001717,1.270382,-5.64,-8.76,16.61,1794.89,1058.39,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
55,1.8339,1,-0.058506,0.000029,1.272577,-1.74,-2.00,22.08,1804.84,1061.74,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
56,1.8673,1,-0.052614,0.002717,1.269049,-4.77,-0.99,27.93,1816.24,1067.26,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
57,1.9006,1,-0.046434,0.006292,1.261936,-4.68,6.61,33.93,1828.01,1074.38,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
58,1.9340,1,-0.040808,0.010952,1.266642,-3.31,-2.05,40.55,1839.72,1083.57,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
59,1.9673,1,-0.035532,0.016519,1.268484,-4.49,-1.64,46.84,1850.17,1094.76,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
60,2.0007,1,-0.031168,0.022184,1.269495,-4.14,-1.59,52.14,1858.91,1106.01,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
61,2.0340,1,-0.027815,0.027992,1.266168,-10.45,-2.37,57.12,1865.52,1117.65,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
62,2.0673,1,-0.025728,0.034167,1.269637,-1.08,7.20,60.54,1869.70,1129.86,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
63,2.1007,1,-0.025711,0.034132,1.268854,-1.73,7.79,60.50,1869.71,1129.83,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
64,2.1340,1,-0.024593,0.047427,1.273818,-4.03,4.97,66.93,1872.16,1155.92,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
65,2.1674,1,-0.025577,0.053022,1.271255,-5.09,5.78,68.78,1870.12,1167.22,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
66,2.2007,1,-0.027325,0.058311,1.273841,-3.69,5.51,68.82,1866.75,1177.50,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
67,2.2341,1,-0.029902,0.062776,1.274159,0.88,3.12,68.92,1861.64,1186.34,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
68,2.2674,1,-0.032770,0.065306,1.270010,-1.43,-3.50,68.13,1855.73,1191.77,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
69,2.3008,1,-0.035314,0.066018,1.268998,-1.57,1.34,63.98,1850.54,1193.44,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
70,2.3341,1,-0.037249,0.064198,1.265681,0.42,1.20,59.54,1846.59,1190.02,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
71,2.3674,1,-0.037382,0.060494,1.259493,-4.38,-7.85,55.61,1846.00,1183.30,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
72,2.4008,1,-0.036632,0.054879,1.265726,-1.13,0.78,50.99,1847.72,1171.65,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
73,2.4341,1,-0.033842,0.047000,1.266345,-0.97,3.33,46.93,1853.44,1155.63,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
74,2.4675,1,-0.029578,0.037273,1.257156,-9.57,-6.83,43.55,1861.51,1136.74,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
75,2.5008,1,-0.024473,0.026814,1.258885,2.17,8.37,39.48,1872.02,1115.77,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
76,2.5342,1,-0.018705,0.015117,1.262646,-4.27,-7.28,36.54,1883.28,1092.04,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
77,2.5675,1,-0.013416,0.002707,1.261219,-1.33,9.59,32.56,1893.99,1067.21,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
78,2.6008,1,-0.008267,-0.009363,1.271508,1.28,-2.13,31.10,1904.47,1043.28,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
79,2.6342,1,-0.003090,-0.020769,1.270134,3.42,4.60,31.51,1914.74,1020.59,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
80,2.6675,1,0.001839,-0.031628,1.273992,5.63,0.52,33.56,1924.51,999.19,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
81,2.7009,1,0.006242,-0.041173,1.268778,1.90,7.80,36.86,1933.30,979.91,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
82,2.7342,1,0.010468,-0.049852,1.275197,-2.23,3.16,39.89,1941.66,963.08,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
83,2.7676,1,0.015047,-0.057240,1.267046,-2.63,9.75,44.10,1951.00,947.40,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
84,2.8009,1,0.021009,-0.063375,1.269800,2.55,-14.65,50.09,1962.34,935.62,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
85,2.8343,1,0.028733,-0.068098,1.282363,1.69,4.54,58.50,1977.51,927.75,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
86,2.8676,1,0.037387,-0.068175,1.259981,4.97,13.92,68.15,1995.85,925.03,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
87,2.9009,1,0.048861,-0.068228,1.276676,1.21,-10.69,75.98,2017.63,926.57,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
88,2.9343,1,0.059373,-0.063465,1.257892,-0.34,-15.60,85.69,2040.08,933.98,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
89,2.9676,1,0.071165,-0.057564,1.259138,-5.24,-13.43,94.90,2063.81,946.44,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
90,3.0010,1,0.082506,-0.050057,1.258681,8.43,8.20,104.11,2086.36,961.31,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
91,3.0343,1,0.093585,-0.040890,1.262987,3.62,3.17,110.86,2107.97,980.09,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
92,3.0677,1,0.103944,-0.030795,1.270504,0.93,-2.77,116.39,2127.71,1000.66,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
93,3.1010,1,0.103926,-0.030795,1.270268,0.88,-2.66,116.40,2127.72,1000.65,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
94,3.1344,1,0.119304,-0.010586,1.271168,10.02,1.31,124.34,2157.83,1040.76,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
95,3.1677,1,0.125875,-0.001867,1.279480,1.15,-0.36,125.75,2169.25,1058.16,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
96,3.2010,1,0.129725,0.005901,1.268497,-6.10,0.53,125.83,2179.13,1073.65,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
97,3.2344,1,0.134027,0.012190,1.265830,-7.70,-3.82,125.57,2188.26,1086.43,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
98,3.2677,1,0.140438,0.017011,1.275307,-1.17,-2.40,122.93,2198.87,1095.55,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
99,3.3011,1,0.145551,0.019955,1.261169,-4.12,-6.88,117.75,2212.21,1102.00,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
100,3.3344,1,0.153853,0.021927,1.264952,14.63,-1.97,112.74,2228.09,1105.71,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
101,3.3678,1,0.162356,0.022779,1.253307,-4.00,-1.66,107.68,2248.07,1107.80,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
102,3.4011,1,0.173560,0.022547,1.251845,-2.97,-2.25,101.91,2271.08,1107.49,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
103,3.4345,1,0.186983,0.020955,1.256975,4.07,-5.41,95.34,2296.42,1104.01,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
104,3.4678,1,0.200024,0.017702,1.257332,8.01,3.14,89.99,2322.59,1097.17,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
105,3.5011,1,0.212009,0.012736,1.250065,1.17,3.02,82.98,2349.08,1087.62,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
106,3.5345,1,0.224767,0.006908,1.252034,1.46,0.78,76.76,2374.14,1075.89,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
107,3.5678,1,0.235942,0.000046,1.249837,-1.05,7.46,71.89,2397.60,1061.97,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
108,3.6012,1,0.247622,-0.006585,1.254770,20.29,-1.83,66.90,2419.25,1048.40,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
109,3.6345,1,0.259053,-0.013439,1.262070,21.43,-0.49,65.49,2439.37,1034.81,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
110,3.6679,1,0.266201,-0.019631,1.254059,-1.28,12.57,67.00,2456.71,1022.30,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
111,3.7012,1,0.272921,-0.025083,1.249434,-1.48,14.57,66.98,2472.25,1011.00,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
112,3.7346,1,0.281210,-0.029367,1.251945,-1.88,12.54,67.81,2488.04,1002.63,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
113,3.7679,1,0.289807,-0.031955,1.254451,-1.19,11.69,70.87,2504.16,997.58,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
114,3.8012,1,0.297895,-0.033126,1.253984,1.25,13.00,76.10,2520.53,995.15,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
115,3.8346,1,0.306221,-0.033490,1.252659,0.69,9.35,80.76,2538.38,994.42,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
116,3.8679,1,0.314760,-0.031530,1.247187,2.04,11.46,87.21,2558.28,997.84,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
117,3.9013,1,0.324885,-0.028123,1.246465,1.85,7.02,93.02,2579.60,1004.96,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
118,3.9346,1,0.335257,-0.022622,1.246336,6.55,9.23,101.06,2599.92,1015.80,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
119,3.9680,1,0.345498,-0.016420,1.247903,6.35,5.43,106.36,2619.99,1028.53,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
120,4.0013,1,0.353532,-0.010761,1.244454,4.87,3.55,109.79,2638.20,1039.87,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
121,4.0347,1,0.361829,-0.007602,1.244616,1.99,0.30,109.98,2654.95,1046.37,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
122,4.0680,1,0.368772,-0.006733,1.245259,0.45,-2.00,108.12,2668.61,1048.24,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
123,4.1013,1,0.368774,-0.006736,1.245265,0.46,-2.03,108.11,2668.61,1048.24,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
124,4.1347,1,0.378963,-0.011061,1.249089,32.29,-2.71,100.93,2687.15,1039.47,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
125,4.1680,1,0.387676,-0.014263,1.264438,9.62,-2.55,96.56,2694.82,1033.32,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
126,4.2014,1,0.383675,-0.016513,1.240363,1.08,-5.91,92.74,2701.81,1028.26,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
127,4.2347,1,0.386578,-0.018838,1.239170,1.85,-6.73,89.97,2708.46,1023.41,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
128,4.2681,1,0.390674,-0.020932,1.241383,4.38,-5.42,88.00,2715.28,1019.26,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
129,4.3014,1,0.392092,-0.022904,1.235681,3.08,-5.88,85.83,2721.86,1015.15,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
130,4.3347,1,0.395634,-0.024958,1.237212,4.29,-5.17,83.30,2728.17,1010.96,4,"[11, 12, 13, 14]",5,1144.42,2071.43,3126.86,2072.24,3140.06,76.23,1137.39,123.66
