frame,timestamp,robot_detected,robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,robot_px,robot_py,num_anchors,anchors_detected,num_detections,anchor_11_x_median,anchor_11_y_median,anchor_12_x_median,anchor_12_y_median,anchor_13_x_median,anchor_13_y_median,anchor_14_x_median,anchor_14_y_median
125,4.1658,1,0.257017,-0.062264,1.249573,1.69,11.70,71.14,2440.08,935.81,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
126,4.1992,1,0.264655,-0.068720,1.250303,-0.41,10.66,70.40,2455.50,922.79,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
127,4.2325,1,0.270780,-0.073988,1.247907,-0.03,12.82,70.85,2468.85,911.74,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
128,4.2658,1,0.278489,-0.078327,1.252354,1.09,11.94,72.48,2482.63,903.39,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
129,4.2991,1,0.284719,-0.080334,1.249251,2.56,12.23,76.30,2496.31,899.18,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
130,4.3325,1,0.292025,-0.081249,1.248005,2.19,11.12,80.40,2511.79,897.29,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
131,4.3658,1,0.300316,-0.081087,1.247847,4.00,9.28,85.31,2528.82,897.44,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
132,4.3991,1,0.309787,-0.078803,1.247650,6.33,7.82,91.26,2547.68,902.28,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
133,4.4324,1,0.319098,-0.074700,1.243551,4.07,4.98,96.90,2568.88,910.05,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
134,4.4658,1,0.331936,-0.069023,1.252447,3.34,-1.89,102.53,2590.32,922.67,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
135,4.4991,1,0.340822,-0.061075,1.245975,2.42,-0.55,108.85,2612.06,937.82,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
136,4.5324,1,0.350947,-0.052161,1.247603,1.37,-3.22,113.71,2631.39,956.08,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
137,4.5657,1,0.359212,-0.042744,1.244583,-0.83,-6.65,117.88,2649.75,975.04,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
138,4.5991,1,0.367287,-0.033764,1.244371,-2.45,-9.87,121.36,2666.15,993.23,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
139,4.6324,1,0.375939,-0.025624,1.248272,-3.20,-10.18,122.98,2681.38,1009.85,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
140,4.6657,1,0.382954,-0.018318,1.247995,-3.16,-9.58,123.08,2695.76,1024.54,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
141,4.6991,1,0.390159,-0.012763,1.247955,-3.24,-11.22,121.97,2710.10,1035.90,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
142,4.7324,1,0.396065,-0.008359,1.244243,-3.28,-10.37,119.35,2724.70,1044.74,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
143,4.7657,1,0.403710,-0.005577,1.244162,-1.11,-10.77,115.37,2740.16,1050.37,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
144,4.7990,1,0.417874,-0.004808,1.261774,25.44,-2.11,112.43,2757.10,1052.14,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
145,4.8324,1,0.420952,-0.004696,1.243731,32.65,-3.36,106.36,2775.77,1052.24,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
146,4.8657,1,0.432262,-0.006406,1.245895,4.93,-6.20,99.51,2796.68,1048.80,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
147,4.8990,1,0.447327,-0.010141,1.255620,13.34,2.05,94.54,2820.26,1041.22,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
148,4.9323,1,0.453193,-0.015279,1.239598,35.27,1.13,86.66,2844.26,1030.35,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
149,4.9657,1,0.465211,-0.021869,1.240634,5.33,3.72,80.13,2867.50,1016.99,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
150,4.9990,1,0.471540,-0.028242,1.230204,1.91,5.16,75.30,2888.56,1003.68,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
151,5.0323,1,0.481203,-0.033085,1.233180,38.99,5.36,71.49,2906.17,993.47,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
152,5.0656,1,0.491617,-0.035952,1.238891,0.46,7.02,71.16,2922.45,988.39,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
153,5.0990,1,0.498032,-0.035847,1.240062,0.56,8.81,72.92,2934.47,988.38,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
154,5.1323,1,0.501635,-0.033998,1.236895,-0.69,8.46,76.08,2944.65,992.00,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
155,5.1656,1,0.506087,-0.031184,1.236995,-0.13,9.29,81.19,2953.47,997.76,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
156,5.1990,1,0.509111,-0.028808,1.235511,0.34,9.11,85.32,2960.87,1002.69,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
157,5.2323,1,0.511379,-0.026704,1.233724,1.00,8.60,88.27,2967.21,1006.68,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
158,5.2656,1,0.513540,-0.025093,1.231891,1.75,8.63,90.79,2972.92,1009.97,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
159,5.2989,1,0.516473,-0.023453,1.232304,1.91,7.23,92.50,2978.94,1013.37,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
160,5.3323,1,0.521231,-0.019830,1.231187,2.86,6.10,96.39,2989.57,1020.57,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
161,5.3656,1,0.521155,-0.019830,1.231011,2.84,6.13,96.38,2989.57,1020.56,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
162,5.3989,1,0.522686,-0.017625,1.228879,2.99,5.88,98.74,2994.62,1025.06,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
163,5.4322,1,0.524012,-0.015178,1.226333,1.88,4.62,100.69,2999.78,1030.27,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
164,5.4656,1,0.525851,-0.012475,1.225114,1.06,4.26,103.56,3004.81,1035.81,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
165,5.4989,1,0.530241,-0.009893,1.229002,1.39,2.39,105.13,3010.18,1041.10,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
166,5.5322,1,0.533361,-0.007796,1.229724,0.80,0.80,105.88,3016.03,1045.48,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
167,5.5655,1,0.535785,-0.005972,1.229094,0.95,0.39,105.49,3021.37,1049.23,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
168,5.5989,1,0.539324,-0.004656,1.233654,1.46,-1.80,104.99,3024.65,1052.09,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
169,5.6322,1,0.537987,-0.004055,1.231763,1.18,-1.18,104.08,3023.46,1053.36,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
170,5.6655,1,0.536300,-0.003710,1.232118,1.31,-2.07,103.80,3019.79,1054.05,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
171,5.6989,1,0.533916,-0.003368,1.232051,1.44,-2.22,103.81,3015.03,1054.66,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
172,5.7322,1,0.532151,-0.003120,1.232734,1.61,-2.07,103.87,3010.73,1055.17,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
173,5.7655,1,0.529847,-0.003194,1.230940,1.33,-2.16,103.76,3007.80,1054.78,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
174,5.7988,1,0.527962,-0.003416,1.229263,2.02,-1.71,103.55,3005.30,1054.50,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
175,5.8322,1,0.526612,-0.003989,1.228318,2.21,-2.41,102.85,3003.38,1053.19,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
176,5.8655,1,0.525577,-0.004557,1.228430,2.92,-2.21,102.47,3001.03,1052.09,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
177,5.8988,1,0.524353,-0.005108,1.228231,3.19,-2.17,101.81,2998.86,1050.84,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
178,5.9321,1,0.523177,-0.005528,1.228707,3.41,-2.63,101.50,2995.90,1050.10,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
179,5.9655,1,0.522217,-0.005695,1.230119,3.43,-2.57,101.58,2992.74,1049.79,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
180,5.9988,1,0.519295,-0.005747,1.226943,3.21,-1.84,101.87,2989.45,1049.64,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
181,6.0321,1,0.519463,-0.005743,1.231133,3.54,-1.63,102.06,2986.07,1049.82,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
182,6.0654,1,0.517622,-0.005786,1.230571,3.65,-1.03,102.71,2982.88,1049.51,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
183,6.0988,1,0.516199,-0.005999,1.230316,3.55,-1.42,102.55,2980.21,1049.11,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
184,6.1321,1,0.514777,-0.006355,1.229655,3.24,-0.84,102.88,2977.82,1048.40,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
185,6.1654,1,0.513589,-0.006801,1.228980,3.40,-0.01,103.17,2975.95,1047.38,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
186,6.1988,1,0.512539,-0.007281,1.228218,3.00,-0.41,102.99,2974.52,1046.48,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
187,6.2321,1,0.511294,-0.007742,1.226963,2.79,-0.23,103.12,2972.91,1045.57,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
188,6.2654,1,0.510922,-0.008004,1.227902,3.12,-0.32,103.11,2971.44,1044.97,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
189,6.2987,1,0.510134,-0.008071,1.227800,2.87,-0.75,103.03,2970.00,1044.87,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
190,6.3321,1,0.509003,-0.007903,1.227220,2.87,-0.63,103.16,2968.02,1045.19,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
191,6.3654,1,0.508117,-0.007588,1.228046,2.80,-1.07,103.09,2965.80,1045.73,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
192,6.3987,1,0.508306,-0.007147,1.231616,3.27,-1.40,102.93,2962.87,1046.74,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
193,6.4320,1,0.506796,-0.006497,1.231390,3.27,-1.86,102.97,2960.01,1048.19,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
194,6.4654,1,0.505115,-0.005956,1.231021,3.11,-1.54,103.43,2956.88,1049.30,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
195,6.4987,1,0.504933,-0.005685,1.233930,4.18,-1.27,103.62,2953.97,1049.82,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
196,6.5320,1,0.504281,-0.005329,1.235597,4.47,-1.21,103.68,2951.30,1050.51,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
197,6.5653,1,0.502537,-0.005259,1.234131,4.30,-1.41,104.00,2948.89,1050.76,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
198,6.5987,1,0.501646,-0.005382,1.234075,4.59,-0.74,104.38,2947.11,1050.41,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
199,6.6320,1,0.499536,-0.005693,1.230636,3.51,-1.52,104.06,2945.85,1049.77,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
200,6.6653,1,0.498462,-0.006033,1.228941,3.38,-1.24,104.40,2945.07,1049.14,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
201,6.6986,1,0.499419,-0.006512,1.232200,4.23,-0.70,104.74,2944.19,1048.05,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
202,6.7320,1,0.499057,-0.007018,1.232039,4.06,-0.73,104.90,2943.68,1047.08,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
203,6.7653,1,0.498047,-0.007916,1.230959,2.93,-1.13,104.71,2942.46,1045.25,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
204,6.7986,1,0.497035,-0.008290,1.229411,2.67,-1.15,104.76,2941.79,1044.45,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
205,6.8320,1,0.497038,-0.008658,1.230616,2.83,-1.03,104.66,2940.77,1043.73,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
206,6.8653,1,0.497245,-0.008664,1.231174,2.97,-1.39,104.65,2940.70,1043.73,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
207,6.8986,1,0.495946,-0.008853,1.229332,2.36,-1.14,104.66,2939.53,1043.41,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
208,6.9319,1,0.495483,-0.009032,1.229910,3.02,-1.53,104.41,2938.05,1042.98,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
209,6.9653,1,0.495612,-0.009064,1.232117,3.60,-1.42,104.52,2936.50,1042.88,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
210,6.9986,1,0.494429,-0.009002,1.231553,3.67,-2.38,104.42,2934.61,1043.06,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
211,7.0319,1,0.492433,-0.008838,1.228949,3.48,-0.76,105.16,2932.62,1043.28,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
212,7.0652,1,0.491826,-0.008778,1.229849,4.17,-1.67,105.20,2930.70,1043.51,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
213,7.0986,1,0.491996,-0.008845,1.232478,5.12,-1.16,105.39,2928.85,1043.33,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
214,7.1319,1,0.491651,-0.009008,1.233494,4.66,-1.91,105.29,2927.38,1043.10,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
215,7.1652,1,0.490652,-0.009220,1.232557,4.75,-1.55,105.41,2926.14,1042.59,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
216,7.1985,1,0.489271,-0.009417,1.230854,4.15,-1.27,105.39,2924.61,1042.24,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
217,7.2319,1,0.489237,-0.009675,1.231725,4.29,-1.16,105.35,2923.86,1041.63,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
218,7.2652,1,0.487361,-0.010258,1.228843,3.80,-1.86,104.69,2922.21,1040.42,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
219,7.2985,1,0.487037,-0.010265,1.228005,3.64,-1.97,104.67,2922.23,1040.39,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
220,7.3319,1,0.487068,-0.010506,1.231182,3.94,-1.92,104.73,2919.79,1039.97,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
221,7.3652,1,0.486005,-0.010350,1.230738,3.86,-1.53,104.90,2918.06,1040.34,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
222,7.3985,1,0.485664,-0.010134,1.232284,3.79,-2.83,104.79,2915.96,1040.88,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
223,7.4318,1,0.484749,-0.009885,1.232426,3.83,-2.90,104.80,2914.00,1041.37,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
224,7.4652,1,0.484932,-0.009894,1.232890,3.95,-2.80,104.83,2913.98,1041.36,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
225,7.4985,1,0.483116,-0.009485,1.232896,3.91,-2.26,105.30,2910.22,1042.17,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
226,7.5318,1,0.482517,-0.009458,1.233251,3.75,-2.00,105.34,2908.75,1042.19,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
227,7.5651,1,0.481827,-0.009572,1.232880,3.98,-2.25,105.31,2907.65,1042.00,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
228,7.5985,1,0.481891,-0.009574,1.233052,3.98,-2.27,105.33,2907.62,1041.99,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
229,7.6318,1,0.480973,-0.010262,1.232419,4.03,-1.54,105.40,2906.22,1040.50,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
230,7.6651,1,0.479691,-0.010794,1.229732,3.28,-1.47,105.46,2905.83,1039.39,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
231,7.6984,1,0.478581,-0.010707,1.226898,2.92,-1.61,105.40,2905.84,1039.50,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
232,7.7318,1,0.478987,-0.011942,1.229871,3.61,-0.88,105.32,2904.30,1037.00,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
233,7.7651,1,0.478871,-0.012476,1.230910,3.21,-0.99,105.23,2903.25,1036.01,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
234,7.7984,1,0.478855,-0.012477,1.230873,3.26,-0.90,105.25,2903.24,1036.00,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
235,7.8318,1,0.478285,-0.012954,1.232771,3.23,-1.16,105.10,2900.48,1034.99,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
236,7.8651,1,0.478448,-0.012898,1.234756,3.37,-1.32,105.11,2899.29,1035.15,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
237,7.8984,1,0.478378,-0.012825,1.235856,3.62,-0.79,105.21,2898.29,1035.26,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
238,7.9317,1,0.478261,-0.012824,1.235554,3.52,-0.84,105.20,2898.31,1035.26,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
239,7.9651,1,0.477935,-0.012729,1.235666,3.74,-1.01,105.21,2897.48,1035.54,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
240,7.9984,1,0.477952,-0.012731,1.235721,3.72,-0.97,105.21,2897.47,1035.53,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
241,8.0317,1,0.478207,-0.012826,1.235972,4.12,-0.79,105.32,2897.74,1035.30,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
242,8.0650,1,0.477676,-0.012897,1.234187,3.67,-1.37,105.15,2898.14,1035.14,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
243,8.0984,1,0.476576,-0.013036,1.230803,3.65,-1.28,105.22,2898.55,1034.88,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
244,8.1317,1,0.476845,-0.013228,1.230882,4.64,-0.77,105.33,2899.02,1034.42,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
245,8.1650,1,0.476848,-0.013337,1.230886,4.70,-0.67,105.35,2899.00,1034.22,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
246,8.1983,1,0.475146,-0.013041,1.228125,3.85,-2.27,105.09,2897.73,1034.86,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
247,8.2317,1,0.475297,-0.012928,1.229785,4.03,-1.75,105.20,2896.74,1035.06,4,"[11, 12, 13, 14]",5,1142.31,2071.98,3123.54,2074.55,3139.84,79.54,1137.80,124.87
